issue_id,previous_month,current_month,issue_change_pp,issue_severity,seller_id,seller_state,previous_eligible_orders,current_eligible_orders,previous_on_time_rate_pct,current_on_time_rate_pct,on_time_change_pp,current_late_orders,excess_late_orders,average_handling_days_change,average_delivery_days_change,average_review_score_change
delivery-2018-08,2018-07-01,2018-08-01,-5.91,Moderate,c70c1b0d8ca86052f45a432a38b73958,SP,60,44,95.00,72.73,-22.27,12,9.80,1.28,1.53,-0.72
delivery-2018-08,2018-07-01,2018-08-01,-5.91,Moderate,e9bc59e7b60fc3063eb2290deda4cced,PR,31,30,96.77,70.00,-26.77,9,8.03,2.49,1.82,-0.89
delivery-2018-08,2018-07-01,2018-08-01,-5.91,Moderate,8d956fec2e4337affcb520f56fd8cbfd,SP,27,32,96.30,75.00,-21.30,8,6.81,0.06,0.25,0.28
delivery-2018-08,2018-07-01,2018-08-01,-5.91,Moderate,d91fb3b7d041e83b64a00a3edfb37e4f,SP,71,47,98.59,85.11,-13.48,7,6.34,0.50,1.34,-0.28
delivery-2018-08,2018-07-01,2018-08-01,-5.91,Moderate,1900267e848ceeba8fa32d80c1a5f5a8,SP,23,29,100.00,79.31,-20.69,6,6.00,0.34,2.13,-0.04
delivery-2018-08,2018-07-01,2018-08-01,-5.91,Moderate,da8622b14eb17ae2831f4ac5b9dab84a,SP,62,57,95.16,85.96,-9.20,8,5.24,0.51,-0.05,-0.10
delivery-2018-08,2018-07-01,2018-08-01,-5.91,Moderate,640e21a7d01df7614a3b4923e990d40c,SP,32,27,100.00,81.48,-18.52,5,5.00,0.18,1.13,-0.15
delivery-2018-08,2018-07-01,2018-08-01,-5.91,Moderate,ea8482cd71df3c1969d7b9473ff13abc,SP,51,39,92.16,79.49,-12.67,8,4.94,0.63,-0.15,0.23
delivery-2018-08,2018-07-01,2018-08-01,-5.91,Moderate,955fee9216a65b617aa5c0531780ce60,SP,60,64,96.67,89.06,-7.61,7,4.87,0.12,-0.98,0.06
delivery-2018-08,2018-07-01,2018-08-01,-5.91,Moderate,4869f7a5dfa277a7dca6462dcf3b52b2,SP,52,80,100.00,95.00,-5.00,4,4.00,0.41,0.50,0.05
delivery-2018-08,2018-07-01,2018-08-01,-5.91,Moderate,53e4c6e0f4312d4d2107a8c9cddf45cd,SP,27,22,100.00,81.82,-18.18,4,4.00,0.36,0.84,-0.05
delivery-2018-08,2018-07-01,2018-08-01,-5.91,Moderate,4a3ca9315b744ce9f8e9374361493884,SP,75,45,97.33,88.89,-8.44,5,3.80,-0.04,-0.65,-0.26
